#######################################################
# Number of atoms:       400
# Maximum num of neighbours:         6
#######################################################
#  iatom    jatom  itype  jtype        r_{ij}^x        r_{ij}^y        r_{ij}^z        D_{ij}^x        D_{ij}^y        D_{ij}^z           |rij|
      94       95     1     1     -1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
      94      115     1     1     -5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
      94      114     1     1      5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
      94       93     1     1      1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
      94       74     1     1     -5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
      94       73     1     1      5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
      95       96     1     1     -1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
      95      116     1     1     -5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
      95      115     1     1      5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
      95       94     1     1      1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
      95       75     1     1     -5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
      95       74     1     1      5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
      96       97     1     1     -1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
      96      117     1     1     -5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
      96      116     1     1      5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
      96       95     1     1      1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
      96       76     1     1     -5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
      96       75     1     1      5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
      97       98     1     1     -1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
      97      118     1     1     -5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
      97      117     1     1      5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
      97       96     1     1      1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
      97       77     1     1     -5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
      97       76     1     1      5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
      98       99     1     1     -1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
      98      119     1     1     -5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
      98      118     1     1      5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
      98       97     1     1      1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
      98       78     1     1     -5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
      98       77     1     1      5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
      99      100     1     1     -1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
      99      120     1     1     -5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
      99      119     1     1      5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
      99       98     1     1      1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
      99       79     1     1     -5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
      99       78     1     1      5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     100       81     1     1     -1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     100      101     1     1     -5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     100      120     1     1      5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     100       99     1     1      1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     100       80     1     1     -5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     100       79     1     1      5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     101      102     1     1     -1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     101      122     1     1     -5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     101      121     1     1      5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     101      120     1     1      1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     101       81     1     1     -5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     101      100     1     1      5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     102      103     1     1     -1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     102      123     1     1     -5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     102      122     1     1      5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     102      101     1     1      1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     102       82     1     1     -5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     102       81     1     1      5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     103      104     1     1     -1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     103      124     1     1     -5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     103      123     1     1      5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     103      102     1     1      1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     103       83     1     1     -5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     103       82     1     1      5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     104      105     1     1     -1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     104      125     1     1     -5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     104      124     1     1      5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     104      103     1     1      1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     104       84     1     1     -5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     104       83     1     1      5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     105      106     1     1     -1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     105      126     1     1     -5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     105      125     1     1      5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     105      104     1     1      1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     105       85     1     1     -5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     105       84     1     1      5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     106      107     1     1     -1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     106      127     1     1     -5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     106      126     1     1      5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     106      105     1     1      1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     106       86     1     1     -5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     106       85     1     1      5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     107      108     1     1     -1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     107      128     1     1     -5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     107      127     1     1      5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     107      106     1     1      1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     107       87     1     1     -5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     107       86     1     1      5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     108      109     1     1     -1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     108      129     1     1     -5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     108      128     1     1      5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     108      107     1     1      1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     108       88     1     1     -5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     108       87     1     1      5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     109      110     1     1     -1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     109      130     1     1     -5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     109      129     1     1      5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     109      108     1     1      1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     109       89     1     1     -5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     109       88     1     1      5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     110      111     1     1     -1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     110      131     1     1     -5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     110      130     1     1      5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     110      109     1     1      1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     110       90     1     1     -5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     110       89     1     1      5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     111      112     1     1     -1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     111      132     1     1     -5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     111      131     1     1      5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     111      110     1     1      1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     111       91     1     1     -5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     111       90     1     1      5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     112      113     1     1     -1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     112      133     1     1     -5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     112      132     1     1      5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     112      111     1     1      1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     112       92     1     1     -5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     112       91     1     1      5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     113      114     1     1     -1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     113      134     1     1     -5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     113      133     1     1      5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     113      112     1     1      1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     113       93     1     1     -5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     113       92     1     1      5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     114      115     1     1     -1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     114      135     1     1     -5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     114      134     1     1      5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     114      113     1     1      1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     114       94     1     1     -5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     114       93     1     1      5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     115      116     1     1     -1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     115      136     1     1     -5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     115      135     1     1      5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     115      114     1     1      1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     115       95     1     1     -5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     115       94     1     1      5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     116      117     1     1     -1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     116      137     1     1     -5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     116      136     1     1      5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     116      115     1     1      1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     116       96     1     1     -5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     116       95     1     1      5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     117      118     1     1     -1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     117      138     1     1     -5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     117      137     1     1      5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     117      116     1     1      1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     117       97     1     1     -5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     117       96     1     1      5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     118      119     1     1     -1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     118      139     1     1     -5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     118      138     1     1      5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     118      117     1     1      1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     118       98     1     1     -5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     118       97     1     1      5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     119      120     1     1     -1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     119      140     1     1     -5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     119      139     1     1      5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     119      118     1     1      1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     119       99     1     1     -5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     119       98     1     1      5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     120      101     1     1     -1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     120      121     1     1     -5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     120      140     1     1      5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     120      119     1     1      1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     120      100     1     1     -5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     120       99     1     1      5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     121      122     1     1     -1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     121      142     1     1     -5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     121      141     1     1      5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     121      140     1     1      1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     121      101     1     1     -5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     121      120     1     1      5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     122      123     1     1     -1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     122      143     1     1     -5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     122      142     1     1      5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     122      121     1     1      1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     122      102     1     1     -5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     122      101     1     1      5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     123      124     1     1     -1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     123      144     1     1     -5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     123      143     1     1      5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     123      122     1     1      1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     123      103     1     1     -5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     123      102     1     1      5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     124      125     1     1     -1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     124      145     1     1     -5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     124      144     1     1      5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     124      123     1     1      1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     124      104     1     1     -5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     124      103     1     1      5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     125      126     1     1     -1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     125      146     1     1     -5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     125      145     1     1      5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     125      124     1     1      1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     125      105     1     1     -5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     125      104     1     1      5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     126      127     1     1     -1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     126      147     1     1     -5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     126      146     1     1      5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     126      125     1     1      1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     126      106     1     1     -5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     126      105     1     1      5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     127      128     1     1     -1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     127      148     1     1     -5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     127      147     1     1      5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     127      126     1     1      1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     127      107     1     1     -5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     127      106     1     1      5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     128      129     1     1     -1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     128      149     1     1     -5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     128      148     1     1      5.0000E-01     -8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00     -8.0000E-01      1.0000E+00
     128      127     1     1      1.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
     128      108     1     1     -5.0000E-01      8.6603E-01      0.0000E+00      0.0000E+00      0.0000E+00      8.0000E-01      1.0000E+00
