################################################################################
# File type: R
# Simulation type: H
# Number of atoms:       400
# Number of ensembles:         1
################################################################################
   #iter     ens   iatom           |Mom|             M_x             M_y             M_z
      -1       1      66    1.00000000E+00 -4.88197426E-01 -8.72731020E-01 -1.95949022E-03
      -1       1      67    1.00000000E+00  9.80078680E-01 -1.97489555E-01 -2.10631605E-02
      -1       1      68    1.00000000E+00 -1.21135885E-01  9.92477417E-01 -1.77390406E-02
      -1       1      69    1.00000000E+00 -9.02786056E-01 -4.30057594E-01 -5.27281203E-03
      -1       1      70    1.00000000E+00  6.78668072E-01 -7.34304405E-01 -1.43766637E-02
      -1       1      71    1.00000000E+00  4.84359353E-01  8.74623950E-01 -2.07114557E-02
      -1       1      72    1.00000000E+00 -9.79189061E-01  2.02880510E-01 -5.31808210E-03
      -1       1      73    1.00000000E+00  1.09231119E-01 -9.94013922E-01 -2.21016778E-03
      -1       1      74    1.00000000E+00  9.05614586E-01  4.24096429E-01 -2.10716943E-03
      -1       1      75    1.00000000E+00 -6.90945456E-01  7.22681832E-01 -1.80373576E-02
      -1       1      76    1.00000000E+00 -4.84488966E-01 -8.74793547E-01  2.58667218E-03
      -1       1      77    1.00000000E+00  9.81794395E-01 -1.89913342E-01  3.56202541E-03
      -1       1      78    1.00000000E+00 -1.02209086E-01  9.94747669E-01 -5.51164636E-03
      -1       1      79    1.00000000E+00 -9.11255895E-01 -4.10814379E-01 -2.90558114E-02
      -1       1      80    1.00000000E+00  6.69878414E-01 -7.42334193E-01 -1.42427837E-02
      -1       1      81    1.00000000E+00 -9.95656963E-01 -9.30410985E-02  3.25062916E-03
      -1       1      82    1.00000000E+00  4.01143949E-01 -9.15993959E-01  6.21277883E-03
      -1       1      83    1.00000000E+00  7.41032546E-01  6.71466415E-01  1.90223483E-03
      -1       1      84    1.00000000E+00 -8.80674954E-01  4.73658424E-01 -7.70214341E-03
      -1       1      85    1.00000000E+00 -1.77271473E-01 -9.84161911E-01  3.98249968E-04
      -1       1      86    1.00000000E+00  9.91977421E-01  1.26406099E-01  1.51485529E-03
      -1       1      87    1.00000000E+00 -4.24347315E-01  9.05312723E-01 -1.83910351E-02
      -1       1      88    1.00000000E+00 -7.33513741E-01 -6.79484008E-01 -1.60957939E-02
      -1       1      89    1.00000000E+00  8.69323873E-01 -4.94164204E-01 -8.81727348E-03
      -1       1      90    1.00000000E+00  1.92164704E-01  9.81362484E-01 -6.33430545E-04
      -1       1      91    1.00000000E+00 -9.92400488E-01 -1.22983615E-01 -4.03767303E-03
      -1       1      92    1.00000000E+00  4.28406600E-01 -9.03541637E-01 -8.96081639E-03
      -1       1      93    1.00000000E+00  7.32323020E-01  6.80951962E-01  2.72398324E-03
      -1       1      94    1.00000000E+00 -8.74213515E-01  4.85529864E-01  3.38844958E-03
      -1       1      95    1.00000000E+00 -1.96332656E-01 -9.80431039E-01 -1.44383452E-02
      -1       1      96    1.00000000E+00  9.93191601E-01  1.16411490E-01 -4.33688502E-03
      -1       1      97    1.00000000E+00 -4.31883859E-01  9.01861476E-01 -1.10549111E-02
      -1       1      98    1.00000000E+00 -7.31002113E-01 -6.82303024E-01 -9.92440853E-03
      -1       1      99    1.00000000E+00  8.71161045E-01 -4.90803637E-01 -1.37921697E-02
      -1       1     100    1.00000000E+00  2.00931909E-01  9.79554251E-01 -9.99190038E-03
      -1       1     101    1.00000000E+00  6.78929752E-01 -7.34202632E-01 -9.42142030E-04
      -1       1     102    1.00000000E+00  4.84277454E-01  8.74909132E-01  3.05926573E-03
      -1       1     103    1.00000000E+00 -9.81286681E-01  1.92526036E-01  3.18991394E-03
      -1       1     104    1.00000000E+00  1.23300384E-01 -9.92367021E-01 -2.17062058E-03
      -1       1     105    1.00000000E+00  9.03500954E-01  4.28509198E-01 -8.11748883E-03
      -1       1     106    1.00000000E+00 -6.90837930E-01  7.22901016E-01 -1.25329424E-02
      -1       1     107    1.00000000E+00 -4.81485207E-01 -8.76212449E-01 -2.05849587E-02
      -1       1     108    1.00000000E+00  9.83152357E-01 -1.82581900E-01 -8.67710101E-03
      -1       1     109    1.00000000E+00 -1.34388647E-01  9.90509381E-01 -2.88245878E-02
      -1       1     110    1.00000000E+00 -9.12053649E-01 -4.09970741E-01 -9.06278284E-03
      -1       1     111    1.00000000E+00  6.86381510E-01 -7.27111184E-01 -1.37749476E-02
      -1       1     112    1.00000000E+00  4.76919350E-01  8.78891084E-01 -9.91947693E-03
      -1       1     113    1.00000000E+00 -9.83244572E-01  1.81967829E-01 -1.08545074E-02
      -1       1     114    1.00000000E+00  1.28120696E-01 -9.91493797E-01 -2.29158887E-02
      -1       1     115    1.00000000E+00  9.06613407E-01  4.21624535E-01 -1.68784640E-02
      -1       1     116    1.00000000E+00 -6.86623705E-01  7.26788371E-01 -1.80707340E-02
      -1       1     117    1.00000000E+00 -4.80245319E-01 -8.76974402E-01 -1.67431014E-02
      -1       1     118    1.00000000E+00  9.80467303E-01 -1.95187728E-01 -2.41995473E-02
      -1       1     119    1.00000000E+00 -1.05099963E-01  9.94457179E-01 -2.98616494E-03
      -1       1     120    1.00000000E+00 -9.12177001E-01 -4.09785978E-01 -2.92778561E-03
      -1       1     121    1.00000000E+00  1.90756552E-01  9.81579941E-01 -1.06187639E-02
      -1       1     122    1.00000000E+00 -9.92152642E-01 -1.25020616E-01  1.72652722E-03
      -1       1     123    1.00000000E+00  4.24904187E-01 -9.05196252E-01  8.72799676E-03
      -1       1     124    1.00000000E+00  7.46132234E-01  6.65760397E-01  7.05570638E-03
      -1       1     125    1.00000000E+00 -8.69887599E-01  4.93181330E-01  8.23043937E-03
      -1       1     126    1.00000000E+00 -1.90327265E-01 -9.81718010E-01  2.29825893E-03
      -1       1     127    1.00000000E+00  9.91890494E-01  1.24938202E-01 -2.33172550E-02
      -1       1     128    1.00000000E+00 -4.20537567E-01  9.07221873E-01 -9.82992944E-03
      -1       1     129    1.00000000E+00 -7.25208166E-01 -6.88328678E-01 -1.66357198E-02
      -1       1     130    1.00000000E+00  8.76285415E-01 -4.81787825E-01 -2.08889768E-03
      -1       1     131    1.00000000E+00  1.83467027E-01  9.82958867E-01 -1.14767780E-02
      -1       1     132    1.00000000E+00 -9.91164148E-01 -1.32018263E-01 -1.28378031E-02
      -1       1     133    1.00000000E+00  4.32276167E-01 -9.01662945E-01 -1.18847943E-02
      -1       1     134    1.00000000E+00  7.33507383E-01  6.79573481E-01 -1.21162154E-02
      -1       1     135    1.00000000E+00 -8.80220243E-01  4.74031906E-01 -2.24961403E-02
      -1       1     136    1.00000000E+00 -1.93177769E-01 -9.81075652E-01 -1.31497298E-02
      -1       1     137    1.00000000E+00  9.90046963E-01  1.39285297E-01 -2.01647250E-02
      -1       1     138    1.00000000E+00 -4.34415574E-01  9.00533850E-01 -1.79413998E-02
      -1       1     139    1.00000000E+00 -7.31934331E-01 -6.81373476E-01 -1.52346187E-03
      -1       1     140    1.00000000E+00  8.70479395E-01 -4.92147440E-01 -7.51795809E-03
      -1       1     141    1.00000000E+00 -9.09301180E-01 -4.16135013E-01  1.73640873E-03
      -1       1     142    1.00000000E+00  6.76875415E-01 -7.36096094E-01 -1.48781650E-03
      -1       1     143    1.00000000E+00  4.83985156E-01  8.74888890E-01  1.81052087E-02
      -1       1     144    1.00000000E+00 -9.79594597E-01  2.00904700E-01  5.63275483E-03
      -1       1     145    1.00000000E+00  1.03874748E-01 -9.94579290E-01  4.69821015E-03
      -1       1     146    1.00000000E+00  9.11213267E-01  4.11926568E-01 -2.62366412E-03
      -1       1     147    1.00000000E+00 -6.76286010E-01  7.36298792E-01 -2.23901985E-02
      -1       1     148    1.00000000E+00 -4.86978551E-01 -8.72954316E-01 -2.83311265E-02
      -1       1     149    1.00000000E+00  9.80603831E-01 -1.95185995E-01 -1.78480686E-02
      -1       1     150    1.00000000E+00 -1.21623268E-01  9.92494107E-01 -1.27761008E-02
      -1       1     151    1.00000000E+00 -9.09997840E-01 -4.14605209E-01  2.54017032E-03
      -1       1     152    1.00000000E+00  6.74757297E-01 -7.37986758E-01 -8.83943908E-03
      -1       1     153    1.00000000E+00  4.86323330E-01  8.73762134E-01 -5.41769928E-03
      -1       1     154    1.00000000E+00 -9.81480743E-01  1.91450763E-01 -6.49278423E-03
      -1       1     155    1.00000000E+00  1.17097237E-01 -9.93043011E-01 -1.24022240E-02
      -1       1     156    1.00000000E+00  9.09157627E-01  4.16424015E-01 -4.84251431E-03
      -1       1     157    1.00000000E+00 -6.92414880E-01  7.21259875E-01 -1.85964267E-02
      -1       1     158    1.00000000E+00 -4.72885585E-01 -8.80780566E-01 -2.45930433E-02
      -1       1     159    1.00000000E+00  9.81893948E-01 -1.89413773E-01 -2.58786148E-03
      -1       1     160    1.00000000E+00 -1.18353847E-01  9.92807138E-01 -1.80652521E-02
      -1       1     161    1.00000000E+00  8.80233308E-01 -4.74469474E-01 -8.24878965E-03
      -1       1     162    1.00000000E+00  1.84886620E-01  9.82730080E-01  7.65027357E-03
      -1       1     163    1.00000000E+00 -9.91464173E-01 -1.30368201E-01  1.71073408E-03
      -1       1     164    1.00000000E+00  4.07426569E-01 -9.13101054E-01  1.58131708E-02
      -1       1     165    1.00000000E+00  7.46303955E-01  6.65467946E-01  1.35210693E-02
      -1       1     166    1.00000000E+00 -8.68337247E-01  4.95835796E-01  1.17170275E-02
      -1       1     167    1.00000000E+00 -2.06808165E-01 -9.78339398E-01 -9.07768121E-03
      -1       1     168    1.00000000E+00  9.95407566E-01  9.46483897E-02 -1.43338813E-02
      -1       1     169    1.00000000E+00 -4.18997740E-01  9.07653555E-01 -2.46154215E-02
      -1       1     170    1.00000000E+00 -7.24546342E-01 -6.89074956E-01 -1.44327237E-02
      -1       1     171    1.00000000E+00  8.69838035E-01 -4.93316110E-01 -4.58345810E-03
      -1       1     172    1.00000000E+00  1.86440764E-01  9.82462360E-01  2.74809529E-03
      -1       1     173    1.00000000E+00 -9.93448299E-01 -1.14278691E-01  9.26611887E-04
      -1       1     174    1.00000000E+00  4.19890852E-01 -9.07323289E-01 -2.13570154E-02
      -1       1     175    1.00000000E+00  7.33565865E-01  6.79470122E-01 -1.41941655E-02
      -1       1     176    1.00000000E+00 -8.74303530E-01  4.85155237E-01 -1.47557693E-02
      -1       1     177    1.00000000E+00 -1.81940241E-01 -9.83276348E-01 -8.08526032E-03
      -1       1     178    1.00000000E+00  9.91979887E-01  1.23687553E-01 -2.60248613E-02
      -1       1     179    1.00000000E+00 -4.24435266E-01  9.05420429E-01 -8.27959031E-03
      -1       1     180    1.00000000E+00 -7.22647494E-01 -6.90831479E-01 -2.30752701E-02
      -1       1     181    1.00000000E+00 -1.28487640E-01  9.91595072E-01 -1.51703693E-02
      -1       1     182    1.00000000E+00 -9.00758297E-01 -4.34260172E-01 -7.25209526E-03
      -1       1     183    1.00000000E+00  6.81368274E-01 -7.31931040E-01 -3.77199060E-03
      -1       1     184    1.00000000E+00  4.87856576E-01  8.72914251E-01 -4.08311478E-03
      -1       1     185    1.00000000E+00 -9.81154585E-01  1.93224422E-01 -5.17513249E-05
      -1       1     186    1.00000000E+00  1.09477157E-01 -9.93946029E-01 -9.27601026E-03
      -1       1     187    1.00000000E+00  9.10458789E-01  4.13552345E-01 -6.26514132E-03
      -1       1     188    1.00000000E+00 -6.76441444E-01  7.36427925E-01 -1.00441480E-02
      -1       1     189    1.00000000E+00 -4.89075158E-01 -8.72114445E-01 -1.48958183E-02
      -1       1     190    1.00000000E+00  9.82367051E-01 -1.86959395E-01 -1.07767244E-03
      -1       1     191    1.00000000E+00 -1.22065093E-01  9.92476087E-01 -9.55661736E-03
      -1       1     192    1.00000000E+00 -9.13159262E-01 -4.07600920E-01  1.28550665E-03
      -1       1     193    1.00000000E+00  6.86441977E-01 -7.27147496E-01  7.34379676E-03
      -1       1     194    1.00000000E+00  4.76270904E-01  8.79296784E-01 -1.78677144E-03
      -1       1     195    1.00000000E+00 -9.83559737E-01  1.80044448E-01 -1.39369887E-02
      -1       1     196    1.00000000E+00  1.16931631E-01 -9.93046214E-01 -1.36459165E-02
      -1       1     197    1.00000000E+00  8.98434847E-01  4.38354265E-01 -2.56975544E-02
      -1       1     198    1.00000000E+00 -6.82679264E-01  7.30325930E-01 -2.39386435E-02
      -1       1     199    1.00000000E+00 -4.77991470E-01 -8.78099626E-01 -2.15685532E-02
      -1       1     200    1.00000000E+00  9.82415867E-01 -1.85382588E-01 -2.21892100E-02
      -1       1     201    1.00000000E+00 -7.13640901E-01 -7.00075433E-01 -2.47194561E-02
      -1       1     202    1.00000000E+00  8.78217999E-01 -4.78251567E-01 -2.92991806E-03
      -1       1     203    1.00000000E+00  1.73777153E-01  9.84660674E-01 -1.56479312E-02
      -1       1     204    1.00000000E+00 -9.91961922E-01 -1.25849106E-01 -1.31737751E-02
      -1       1     205    1.00000000E+00  4.18366036E-01 -9.08164914E-01 -1.43648692E-02
      -1       1     206    1.00000000E+00  7.35814039E-01  6.77013976E-01 -1.51583857E-02
      -1       1     207    1.00000000E+00 -8.71084935E-01  4.91106670E-01 -5.02744815E-03
      -1       1     208    1.00000000E+00 -2.12013663E-01 -9.77263980E-01  2.30631982E-03
      -1       1     209    1.00000000E+00  9.93241003E-01  1.15390805E-01 -1.25408041E-02
      -1       1     210    1.00000000E+00 -4.27172633E-01  9.04167383E-01  2.21014774E-03
      -1       1     211    1.00000000E+00 -7.24126412E-01 -6.89521334E-01 -1.41869729E-02
      -1       1     212    1.00000000E+00  8.72618004E-01 -4.87948199E-01 -2.10802028E-02
      -1       1     213    1.00000000E+00  1.93060764E-01  9.81186784E-01  1.93329173E-04
      -1       1     214    1.00000000E+00 -9.93295526E-01 -1.15170415E-01 -9.98872093E-03
      -1       1     215    1.00000000E+00  4.21874246E-01 -9.06543230E-01 -1.41948067E-02
      -1       1     216    1.00000000E+00  7.22069740E-01  6.91617676E-01 -1.67415899E-02
      -1       1     217    1.00000000E+00 -8.80002783E-01  4.74441031E-01 -2.23787774E-02
      -1       1     218    1.00000000E+00 -1.92467741E-01 -9.81017915E-01 -2.36647378E-02
      -1       1     219    1.00000000E+00  9.93577623E-01  1.11253865E-01 -2.06418360E-02
      -1       1     220    1.00000000E+00 -4.32320443E-01  9.01404707E-01 -2.38451006E-02
      -1       1     221    1.00000000E+00  9.85428698E-01 -1.68664639E-01 -2.19663585E-02
      -1       1     222    1.00000000E+00 -1.46552545E-01  9.89164550E-01 -8.70885587E-03
      -1       1     223    1.00000000E+00 -8.97636945E-01 -4.40351703E-01 -1.83927185E-02
      -1       1     224    1.00000000E+00  6.88496259E-01 -7.24892607E-01 -2.24412504E-02
      -1       1     225    1.00000000E+00  4.88700036E-01  8.72446341E-01 -3.10764711E-03
      -1       1     226    1.00000000E+00 -9.77976367E-01  2.08606785E-01 -6.74057594E-03
      -1       1     227    1.00000000E+00  1.13127040E-01 -9.93560790E-01  6.26333918E-03
      -1       1     228    1.00000000E+00  9.13037917E-01  4.07866875E-01 -2.52455390E-03
      -1       1     229    1.00000000E+00 -6.81973893E-01  7.31372340E-01 -2.47174213E-03
      -1       1     230    1.00000000E+00 -4.86718752E-01 -8.73556588E-01  1.93491178E-03
      -1       1     231    1.00000000E+00  9.83828120E-01 -1.78299331E-01 -1.70756509E-02
      -1       1     232    1.00000000E+00 -1.22123771E-01  9.92354998E-01 -1.78141076E-02
      -1       1     233    1.00000000E+00 -9.07925745E-01 -4.18654439E-01 -1.99825544E-02
      -1       1     234    1.00000000E+00  6.84418558E-01 -7.28840327E-01 -1.90529568E-02
      -1       1     235    1.00000000E+00  4.80412894E-01  8.77041905E-01 -9.73339595E-04
      -1       1     236    1.00000000E+00 -9.84359918E-01  1.75711687E-01 -1.26867814E-02
      -1       1     237    1.00000000E+00  1.37645764E-01 -9.90105215E-01 -2.73003204E-02
      -1       1     238    1.00000000E+00  9.11574538E-01  4.10683583E-01 -1.92576034E-02
      -1       1     239    1.00000000E+00 -6.86762567E-01  7.26212903E-01 -3.11768582E-02
      -1       1     240    1.00000000E+00 -4.74463133E-01 -8.80135369E-01 -1.56992926E-02
      -1       1     241    1.00000000E+00 -4.30128923E-01  9.02612919E-01 -1.67041242E-02
      -1       1     242    1.00000000E+00 -7.21691284E-01 -6.91992800E-01 -1.75400935E-02
      -1       1     243    1.00000000E+00  8.80133754E-01 -4.73738003E-01 -3.06084902E-02
      -1       1     244    1.00000000E+00  1.88431413E-01  9.81799494E-01 -2.37351386E-02
      -1       1     245    1.00000000E+00 -9.92282632E-01 -1.23445302E-01 -1.16805556E-02
      -1       1     246    1.00000000E+00  4.06462203E-01 -9.13644557E-01  6.48856897E-03
      -1       1     247    1.00000000E+00  7.47223709E-01  6.64517063E-01  8.59079863E-03
      -1       1     248    1.00000000E+00 -8.67399466E-01  4.97601267E-01 -3.33839429E-03
      -1       1     249    1.00000000E+00 -2.06217894E-01 -9.78378752E-01 -1.57859775E-02
      -1       1     250    1.00000000E+00  9.93231494E-01  1.16092626E-01 -3.70165455E-03
      -1       1     251    1.00000000E+00 -4.26085708E-01  9.04677122E-01  3.20533494E-03
      -1       1     252    1.00000000E+00 -7.29082315E-01 -6.84316838E-01 -1.22246569E-02
      -1       1     253    1.00000000E+00  8.81505877E-01 -4.71493438E-01 -2.53244174E-02
      -1       1     254    1.00000000E+00  1.82490061E-01  9.83022992E-01 -1.90571442E-02
      -1       1     255    1.00000000E+00 -9.92372618E-01 -1.22122016E-01 -1.68166408E-02
      -1       1     256    1.00000000E+00  4.19721405E-01 -9.07652585E-01  8.53054767E-04
      -1       1     257    1.00000000E+00  7.29640408E-01  6.83651173E-01 -1.56827445E-02
      -1       1     258    1.00000000E+00 -8.71419057E-01  4.89415413E-01 -3.31870466E-02
      -1       1     259    1.00000000E+00 -1.84702789E-01 -9.82327684E-01 -3.02853348E-02
      -1       1     260    1.00000000E+00  9.92523233E-01  1.20746547E-01 -1.78298390E-02
      -1       1     261    1.00000000E+00 -4.92506431E-01 -8.70213246E-01 -1.28965991E-02
      -1       1     262    1.00000000E+00  9.83233898E-01 -1.81598611E-01 -1.65241064E-02
      -1       1     263    1.00000000E+00 -1.29159981E-01  9.91582303E-01 -9.06842653E-03
      -1       1     264    1.00000000E+00 -9.05496252E-01 -4.23535298E-01 -2.63512636E-02
      -1       1     265    1.00000000E+00  6.69231025E-01 -7.43008059E-01 -8.29808724E-03
      -1       1     266    1.00000000E+00  4.89752056E-01  8.71826784E-01  7.80913856E-03
      -1       1     267    1.00000000E+00 -9.78891687E-01  2.04295169E-01 -5.87784391E-03
      -1       1     268    1.00000000E+00  1.03776126E-01 -9.94593071E-01  3.89088874E-03
      -1       1     269    1.00000000E+00  9.19914091E-01  3.92078667E-01  5.69073254E-03
      -1       1     270    1.00000000E+00 -6.71150284E-01  7.41320534E-01 -1.07833300E-03
      -1       1     271    1.00000000E+00 -5.12362340E-01 -8.58766504E-01  2.21896059E-03
      -1       1     272    1.00000000E+00  9.79147857E-01 -2.03020856E-01 -7.21158858E-03
      -1       1     273    1.00000000E+00 -1.17962138E-01  9.93016873E-01 -1.55666480E-03
      -1       1     274    1.00000000E+00 -9.01743783E-01 -4.32230180E-01 -5.93482531E-03
      -1       1     275    1.00000000E+00  6.78794499E-01 -7.34273231E-01 -8.99170140E-03
      -1       1     276    1.00000000E+00  4.84576755E-01  8.74652538E-01 -1.29732540E-02
      -1       1     277    1.00000000E+00 -9.83553692E-01  1.80003917E-01 -1.48567802E-02
      -1       1     278    1.00000000E+00  1.22084463E-01 -9.92481366E-01 -8.72479307E-03
      -1       1     279    1.00000000E+00  9.08684914E-01  4.16370124E-01 -3.04573126E-02
      -1       1     280    1.00000000E+00 -6.71252845E-01  7.40462079E-01 -3.36976024E-02
      -1       1     281    1.00000000E+00  9.95041730E-01  9.50311289E-02 -2.93434908E-02
      -1       1     282    1.00000000E+00 -4.09520120E-01  9.11899283E-01 -2.70734011E-02
      -1       1     283    1.00000000E+00 -7.38561351E-01 -6.74000183E-01 -1.58393233E-02
      -1       1     284    1.00000000E+00  8.77689224E-01 -4.78967268E-01 -1.58739453E-02
      -1       1     285    1.00000000E+00  1.94895060E-01  9.80730221E-01 -1.35701519E-02
      -1       1     286    1.00000000E+00 -9.91987593E-01 -1.26301012E-01 -2.94452109E-03
      -1       1     287    1.00000000E+00  4.27537152E-01 -9.03983246E-01  5.12594843E-03
      -1       1     288    1.00000000E+00  7.37715361E-01  6.75107220E-01 -2.50765226E-03
      -1       1     289    1.00000000E+00 -8.63539139E-01  5.04268399E-01  3.67940070E-03
      -1       1     290    1.00000000E+00 -2.06514795E-01 -9.78439820E-01  2.67556828E-03
      -1       1     291    1.00000000E+00  9.95648092E-01  9.30484439E-02 -5.18297276E-03
      -1       1     292    1.00000000E+00 -3.99491438E-01  9.16717277E-01 -6.00207643E-03
      -1       1     293    1.00000000E+00 -7.43864406E-01 -6.68160533E-01 -1.50747129E-02
      -1       1     294    1.00000000E+00  8.66873667E-01 -4.98436532E-01 -9.54303934E-03
      -1       1     295    1.00000000E+00  1.91082807E-01  9.81572781E-01  1.49537967E-03
      -1       1     296    1.00000000E+00 -9.93904115E-01 -1.08976056E-01 -1.66982108E-02
      -1       1     297    1.00000000E+00  4.19331572E-01 -9.07616273E-01 -1.98427271E-02
      -1       1     298    1.00000000E+00  7.29386811E-01  6.83911469E-01 -1.61239721E-02
      -1       1     299    1.00000000E+00 -8.74295570E-01  4.84961791E-01 -2.04772291E-02
      -1       1     300    1.00000000E+00 -2.02234125E-01 -9.78932038E-01 -2.81677648E-02
