#  Iter.   M_avg.    U_Bind.    Susc.
    9311  0.933669  0.666624  0.006515
    9321  0.933641  0.666624  0.006522
    9331  0.933630  0.666624  0.006530
    9341  0.933621  0.666624  0.006537
    9351  0.933612  0.666624  0.006544
    9361  0.933621  0.666624  0.006551
    9371  0.933627  0.666624  0.006558
    9381  0.933618  0.666624  0.006564
    9391  0.933612  0.666624  0.006571
    9401  0.933616  0.666623  0.006577
    9411  0.933627  0.666623  0.006584
    9421  0.933634  0.666623  0.006590
    9431  0.933626  0.666623  0.006596
    9441  0.933614  0.666623  0.006602
    9451  0.933597  0.666623  0.006608
    9461  0.933586  0.666623  0.006614
    9471  0.933575  0.666623  0.006620
    9481  0.933571  0.666623  0.006625
    9491  0.933576  0.666623  0.006631
    9501  0.933576  0.666623  0.006636
    9511  0.933576  0.666623  0.006642
    9521  0.933579  0.666623  0.006647
    9531  0.933570  0.666623  0.006652
    9541  0.933570  0.666623  0.006657
    9551  0.933570  0.666623  0.006661
    9561  0.933569  0.666623  0.006666
    9571  0.933571  0.666623  0.006671
    9581  0.933574  0.666623  0.006675
    9591  0.933577  0.666623  0.006679
    9601  0.933582  0.666623  0.006684
    9611  0.933571  0.666623  0.006688
    9621  0.933561  0.666623  0.006692
    9631  0.933550  0.666623  0.006696
    9641  0.933550  0.666623  0.006700
    9651  0.933542  0.666623  0.006703
    9661  0.933544  0.666623  0.006707
    9671  0.933536  0.666623  0.006711
    9681  0.933532  0.666623  0.006714
    9691  0.933527  0.666623  0.006718
    9701  0.933523  0.666623  0.006721
    9711  0.933525  0.666623  0.006724
    9721  0.933517  0.666622  0.006728
    9731  0.933521  0.666622  0.006731
    9741  0.933523  0.666622  0.006734
    9751  0.933514  0.666622  0.006737
    9761  0.933518  0.666622  0.006739
    9771  0.933527  0.666622  0.006742
    9781  0.933535  0.666622  0.006745
    9791  0.933546  0.666622  0.006748
    9801  0.933552  0.666622  0.006750
    9811  0.933552  0.666622  0.006753
    9821  0.933546  0.666622  0.006755
    9831  0.933541  0.666622  0.006758
    9841  0.933531  0.666622  0.006760
    9851  0.933520  0.666622  0.006762
    9861  0.933519  0.666622  0.006765
    9871  0.933513  0.666622  0.006767
    9881  0.933504  0.666622  0.006769
    9891  0.933487  0.666622  0.006771
    9901  0.933472  0.666622  0.006773
    9911  0.933466  0.666622  0.006776
    9921  0.933454  0.666622  0.006778
    9931  0.933450  0.666622  0.006780
    9941  0.933448  0.666622  0.006782
    9951  0.933448  0.666622  0.006784
    9961  0.933460  0.666622  0.006786
    9971  0.933470  0.666622  0.006788
    9981  0.933483  0.666622  0.006790
    9991  0.933493  0.666622  0.006791
    9001  0.968120  0.666643  0.009794
    9011  0.968131  0.666643  0.009789
    9021  0.968142  0.666643  0.009785
    9031  0.968150  0.666643  0.009780
    9041  0.968155  0.666643  0.009775
    9051  0.968157  0.666643  0.009770
    9061  0.968158  0.666643  0.009766
    9071  0.968156  0.666643  0.009761
    9081  0.968157  0.666643  0.009756
    9091  0.968159  0.666643  0.009751
    9101  0.968157  0.666643  0.009745
    9111  0.968161  0.666643  0.009740
    9121  0.968163  0.666643  0.009735
    9131  0.968164  0.666643  0.009730
    9141  0.968166  0.666643  0.009724
    9151  0.968167  0.666643  0.009719
    9161  0.968166  0.666643  0.009713
    9171  0.968166  0.666643  0.009708
    9181  0.968167  0.666643  0.009702
    9191  0.968167  0.666643  0.009696
    9201  0.968173  0.666643  0.009691
    9211  0.968177  0.666643  0.009685
    9221  0.968184  0.666643  0.009679
    9231  0.968193  0.666643  0.009673
    9241  0.968204  0.666643  0.009668
    9251  0.968214  0.666643  0.009662
    9261  0.968224  0.666643  0.009657
    9271  0.968235  0.666643  0.009652
    9281  0.968239  0.666643  0.009647
    9291  0.968246  0.666643  0.009641
    9301  0.968249  0.666643  0.009636
    9311  0.968251  0.666643  0.009631
    9321  0.968255  0.666643  0.009625
    9331  0.968262  0.666643  0.009620
    9341  0.968270  0.666643  0.009614
    9351  0.968279  0.666643  0.009609
    9361  0.968282  0.666643  0.009604
    9371  0.968285  0.666643  0.009599
    9381  0.968288  0.666643  0.009593
    9391  0.968287  0.666643  0.009588
    9401  0.968290  0.666643  0.009582
    9411  0.968297  0.666643  0.009577
    9421  0.968307  0.666643  0.009572
    9431  0.968323  0.666643  0.009566
    9441  0.968335  0.666643  0.009562
    9451  0.968346  0.666643  0.009557
    9461  0.968356  0.666643  0.009552
    9471  0.968367  0.666643  0.009547
    9481  0.968380  0.666643  0.009543
    9491  0.968391  0.666643  0.009539
    9501  0.968401  0.666643  0.009534
    9511  0.968412  0.666643  0.009530
    9521  0.968423  0.666643  0.009526
    9531  0.968430  0.666643  0.009522
    9541  0.968434  0.666643  0.009518
    9551  0.968438  0.666643  0.009514
    9561  0.968445  0.666643  0.009510
    9571  0.968453  0.666643  0.009506
    9581  0.968462  0.666643  0.009502
    9591  0.968474  0.666643  0.009498
    9601  0.968486  0.666643  0.009494
    9611  0.968492  0.666643  0.009490
    9621  0.968497  0.666643  0.009487
    9631  0.968507  0.666643  0.009483
    9641  0.968514  0.666643  0.009479
    9651  0.968525  0.666643  0.009476
    9661  0.968532  0.666643  0.009472
    9671  0.968540  0.666643  0.009468
    9681  0.968547  0.666644  0.009465
    9691  0.968558  0.666644  0.009461
    9701  0.968573  0.666644  0.009458
    9711  0.968590  0.666644  0.009455
    9721  0.968603  0.666644  0.009452
    9731  0.968615  0.666644  0.009450
    9741  0.968625  0.666644  0.009447
    9751  0.968633  0.666644  0.009445
    9761  0.968643  0.666644  0.009442
    9771  0.968649  0.666644  0.009440
    9781  0.968657  0.666644  0.009437
    9791  0.968664  0.666644  0.009435
    9801  0.968667  0.666644  0.009432
    9811  0.968672  0.666644  0.009429
    9821  0.968679  0.666644  0.009427
    9831  0.968687  0.666644  0.009424
    9841  0.968698  0.666644  0.009422
    9851  0.968703  0.666644  0.009419
    9861  0.968708  0.666644  0.009417
    9871  0.968712  0.666644  0.009414
    9881  0.968715  0.666644  0.009412
    9891  0.968722  0.666644  0.009409
    9901  0.968730  0.666644  0.009406
    9911  0.968737  0.666644  0.009404
    9921  0.968745  0.666644  0.009401
    9931  0.968752  0.666644  0.009399
    9941  0.968758  0.666644  0.009396
    9951  0.968762  0.666644  0.009394
    9961  0.968763  0.666644  0.009391
    9971  0.968765  0.666644  0.009388
    9981  0.968767  0.666644  0.009386
    9991  0.968767  0.666644  0.009383
    9001  0.983040  0.666660  0.005944
    9011  0.983042  0.666660  0.005953
    9021  0.983041  0.666660  0.005963
    9031  0.983041  0.666660  0.005972
    9041  0.983040  0.666660  0.005981
    9051  0.983036  0.666660  0.005989
    9061  0.983030  0.666660  0.005998
    9071  0.983025  0.666660  0.006006
    9081  0.983018  0.666660  0.006015
    9091  0.983007  0.666660  0.006023
    9101  0.982995  0.666660  0.006032
    9111  0.982983  0.666659  0.006041
    9121  0.982972  0.666659  0.006050
    9131  0.982966  0.666659  0.006059
    9141  0.982961  0.666659  0.006068
    9151  0.982953  0.666659  0.006076
    9161  0.982942  0.666659  0.006085
    9171  0.982935  0.666659  0.006094
    9181  0.982929  0.666659  0.006103
    9191  0.982921  0.666659  0.006111
    9201  0.982915  0.666659  0.006120
    9211  0.982911  0.666659  0.006128
    9221  0.982910  0.666659  0.006136
    9231  0.982910  0.666659  0.006144
    9241  0.982910  0.666659  0.006152
    9251  0.982911  0.666659  0.006160
    9261  0.982914  0.666659  0.006167
    9271  0.982916  0.666659  0.006175
    9281  0.982919  0.666659  0.006182
    9291  0.982924  0.666659  0.006189
    9301  0.982927  0.666659  0.006196
    9311  0.982928  0.666659  0.006203
    9321  0.982930  0.666659  0.006209
    9331  0.982931  0.666659  0.006216
    9341  0.982931  0.666659  0.006222
    9351  0.982932  0.666659  0.006228
    9361  0.982935  0.666659  0.006234
    9371  0.982939  0.666659  0.006240
    9381  0.982942  0.666659  0.006245
    9391  0.982946  0.666659  0.006251
    9401  0.982950  0.666659  0.006257
    9411  0.982951  0.666659  0.006262
    9421  0.982953  0.666659  0.006267
    9431  0.982957  0.666659  0.006272
    9441  0.982961  0.666659  0.006277
    9451  0.982962  0.666659  0.006282
    9461  0.982961  0.666659  0.006287
    9471  0.982961  0.666659  0.006292
    9481  0.982963  0.666659  0.006296
    9491  0.982965  0.666659  0.006301
    9501  0.982968  0.666659  0.006305
    9511  0.982971  0.666659  0.006309
    9521  0.982972  0.666659  0.006313
    9531  0.982976  0.666659  0.006318
    9541  0.982980  0.666659  0.006321
    9551  0.982983  0.666659  0.006325
    9561  0.982986  0.666659  0.006329
    9571  0.982990  0.666659  0.006333
    9581  0.982996  0.666659  0.006337
    9591  0.982998  0.666659  0.006340
    9601  0.983000  0.666659  0.006344
    9611  0.983000  0.666659  0.006347
    9621  0.982999  0.666659  0.006350
    9631  0.982997  0.666659  0.006354
    9641  0.982996  0.666659  0.006357
    9651  0.982995  0.666659  0.006360
    9661  0.982996  0.666659  0.006363
    9671  0.982998  0.666659  0.006365
    9681  0.983001  0.666659  0.006368
    9691  0.983008  0.666659  0.006371
    9701  0.983013  0.666659  0.006374
    9711  0.983022  0.666659  0.006377
    9721  0.983030  0.666659  0.006379
    9731  0.983037  0.666659  0.006382
    9741  0.983043  0.666659  0.006385
    9751  0.983049  0.666659  0.006388
    9761  0.983056  0.666659  0.006391
    9771  0.983064  0.666659  0.006394
    9781  0.983071  0.666659  0.006397
    9791  0.983079  0.666659  0.006400
    9801  0.983087  0.666659  0.006404
    9811  0.983094  0.666659  0.006407
    9821  0.983101  0.666659  0.006410
    9831  0.983107  0.666659  0.006413
    9841  0.983113  0.666659  0.006417
    9851  0.983119  0.666659  0.006420
    9861  0.983122  0.666659  0.006423
    9871  0.983126  0.666659  0.006426
    9881  0.983128  0.666659  0.006429
    9891  0.983130  0.666659  0.006432
    9901  0.983130  0.666659  0.006435
    9911  0.983130  0.666659  0.006438
    9921  0.983131  0.666659  0.006440
    9931  0.983132  0.666659  0.006443
    9941  0.983134  0.666659  0.006446
    9951  0.983134  0.666659  0.006448
    9961  0.983135  0.666659  0.006450
    9971  0.983136  0.666659  0.006453
    9981  0.983138  0.666659  0.006455
    9991  0.983139  0.666659  0.006457
    9001  0.987300  0.666664  0.007252
    9011  0.987297  0.666664  0.007279
    9021  0.987293  0.666664  0.007305
    9031  0.987288  0.666664  0.007331
    9041  0.987282  0.666664  0.007357
    9051  0.987275  0.666664  0.007382
    9061  0.987270  0.666664  0.007408
    9071  0.987263  0.666664  0.007433
    9081  0.987256  0.666664  0.007458
    9091  0.987249  0.666664  0.007484
    9101  0.987241  0.666664  0.007509
    9111  0.987236  0.666664  0.007534
    9121  0.987230  0.666664  0.007560
    9131  0.987223  0.666664  0.007585
    9141  0.987218  0.666664  0.007610
    9151  0.987213  0.666664  0.007634
    9161  0.987210  0.666664  0.007658
    9171  0.987207  0.666664  0.007682
    9181  0.987203  0.666664  0.007706
    9191  0.987200  0.666664  0.007729
    9201  0.987196  0.666664  0.007752
    9211  0.987192  0.666664  0.007775
    9221  0.987190  0.666664  0.007797
    9231  0.987186  0.666664  0.007819
    9241  0.987183  0.666664  0.007841
    9251  0.987179  0.666664  0.007862
    9261  0.987176  0.666664  0.007883
    9271  0.987173  0.666664  0.007904
    9281  0.987168  0.666664  0.007925
    9291  0.987166  0.666664  0.007945
    9301  0.987164  0.666664  0.007965
    9311  0.987162  0.666664  0.007985
    9321  0.987159  0.666664  0.008004
    9331  0.987157  0.666664  0.008023
    9341  0.987153  0.666664  0.008042
    9351  0.987149  0.666664  0.008061
    9361  0.987144  0.666664  0.008079
    9371  0.987139  0.666664  0.008098
    9381  0.987134  0.666664  0.008116
    9391  0.987131  0.666664  0.008134
    9401  0.987128  0.666664  0.008152
    9411  0.987126  0.666664  0.008169
    9421  0.987125  0.666664  0.008186
    9431  0.987122  0.666664  0.008203
    9441  0.987119  0.666664  0.008220
    9451  0.987114  0.666664  0.008237
    9461  0.987110  0.666664  0.008253
    9471  0.987104  0.666664  0.008270
    9481  0.987098  0.666664  0.008286
    9491  0.987093  0.666664  0.008303
    9501  0.987088  0.666664  0.008319
    9511  0.987084  0.666664  0.008336
    9521  0.987079  0.666664  0.008352
    9531  0.987074  0.666664  0.008368
    9541  0.987068  0.666664  0.008384
    9551  0.987063  0.666664  0.008400
    9561  0.987059  0.666664  0.008416
    9571  0.987056  0.666664  0.008431
    9581  0.987053  0.666664  0.008447
    9591  0.987051  0.666664  0.008462
    9601  0.987048  0.666664  0.008477
    9611  0.987046  0.666664  0.008492
    9621  0.987046  0.666664  0.008507
    9631  0.987045  0.666664  0.008521
    9641  0.987044  0.666664  0.008535
    9651  0.987042  0.666664  0.008549
    9661  0.987039  0.666664  0.008563
    9671  0.987036  0.666664  0.008576
    9681  0.987032  0.666664  0.008590
    9691  0.987029  0.666664  0.008603
    9701  0.987025  0.666664  0.008616
    9711  0.987022  0.666664  0.008629
    9721  0.987018  0.666664  0.008642
    9731  0.987014  0.666664  0.008655
    9741  0.987010  0.666664  0.008668
    9751  0.987004  0.666664  0.008680
    9761  0.986999  0.666664  0.008693
    9771  0.986995  0.666664  0.008706
    9781  0.986989  0.666664  0.008719
    9791  0.986983  0.666664  0.008732
    9801  0.986977  0.666664  0.008744
    9811  0.986970  0.666664  0.008758
    9821  0.986964  0.666664  0.008771
    9831  0.986957  0.666664  0.008784
    9841  0.986949  0.666664  0.008798
    9851  0.986942  0.666664  0.008812
    9861  0.986934  0.666664  0.008826
    9871  0.986925  0.666664  0.008840
    9881  0.986916  0.666664  0.008855
    9891  0.986907  0.666664  0.008870
    9901  0.986898  0.666664  0.008886
    9911  0.986888  0.666664  0.008902
    9921  0.986878  0.666664  0.008919
    9931  0.986869  0.666663  0.008936
    9941  0.986858  0.666663  0.008954
    9951  0.986848  0.666663  0.008973
    9961  0.986838  0.666663  0.008992
    9971  0.986827  0.666663  0.009011
    9981  0.986816  0.666663  0.009032
    9991  0.986805  0.666663  0.009053
    9001  0.974279  0.666654  0.104717
    9011  0.974251  0.666654  0.105586
    9021  0.974226  0.666654  0.106461
    9031  0.974201  0.666654  0.107339
    9041  0.974176  0.666654  0.108220
    9051  0.974152  0.666654  0.109103
    9061  0.974129  0.666653  0.109988
    9071  0.974103  0.666653  0.110877
    9081  0.974077  0.666653  0.111772
    9091  0.974051  0.666653  0.112671
    9101  0.974026  0.666653  0.113574
    9111  0.973999  0.666653  0.114484
    9121  0.973972  0.666653  0.115399
    9131  0.973946  0.666653  0.116321
    9141  0.973920  0.666653  0.117246
    9151  0.973894  0.666652  0.118177
    9161  0.973868  0.666652  0.119111
    9171  0.973842  0.666652  0.120049
    9181  0.973817  0.666652  0.120991
    9191  0.973791  0.666652  0.121937
    9201  0.973765  0.666652  0.122887
    9211  0.973738  0.666652  0.123842
    9221  0.973712  0.666652  0.124802
    9231  0.973684  0.666652  0.125769
    9241  0.973658  0.666651  0.126741
    9251  0.973631  0.666651  0.127718
    9261  0.973604  0.666651  0.128701
    9271  0.973577  0.666651  0.129689
    9281  0.973550  0.666651  0.130681
    9291  0.973524  0.666651  0.131678
    9301  0.973496  0.666651  0.132680
    9311  0.973470  0.666651  0.133686
    9321  0.973444  0.666650  0.134696
    9331  0.973417  0.666650  0.135711
    9341  0.973390  0.666650  0.136731
    9351  0.973363  0.666650  0.137756
    9361  0.973337  0.666650  0.138783
    9371  0.973310  0.666650  0.139815
    9381  0.973284  0.666650  0.140852
    9391  0.973257  0.666650  0.141893
    9401  0.973231  0.666649  0.142937
    9411  0.973204  0.666649  0.143985
    9421  0.973178  0.666649  0.145035
    9431  0.973153  0.666649  0.146089
    9441  0.973127  0.666649  0.147145
    9451  0.973101  0.666649  0.148204
    9461  0.973075  0.666649  0.149266
    9471  0.973048  0.666649  0.150332
    9481  0.973022  0.666648  0.151402
    9491  0.972995  0.666648  0.152476
    9501  0.972968  0.666648  0.153554
    9511  0.972942  0.666648  0.154634
    9521  0.972916  0.666648  0.155718
    9531  0.972890  0.666648  0.156805
    9541  0.972864  0.666648  0.157893
    9551  0.972839  0.666647  0.158983
    9561  0.972814  0.666647  0.160074
    9571  0.972790  0.666647  0.161166
    9581  0.972766  0.666647  0.162258
    9591  0.972740  0.666647  0.163353
    9601  0.972714  0.666647  0.164450
    9611  0.972689  0.666647  0.165549
    9621  0.972664  0.666647  0.166648
    9631  0.972639  0.666646  0.167750
    9641  0.972613  0.666646  0.168854
    9651  0.972587  0.666646  0.169961
    9661  0.972562  0.666646  0.171069
    9671  0.972537  0.666646  0.172178
    9681  0.972512  0.666646  0.173289
    9691  0.972487  0.666646  0.174402
    9701  0.972460  0.666645  0.175517
    9711  0.972434  0.666645  0.176636
    9721  0.972408  0.666645  0.177758
    9731  0.972382  0.666645  0.178881
    9741  0.972357  0.666645  0.180007
    9751  0.972331  0.666645  0.181134
    9761  0.972306  0.666645  0.182263
    9771  0.972280  0.666645  0.183394
    9781  0.972254  0.666644  0.184528
    9791  0.972229  0.666644  0.185663
    9801  0.972202  0.666644  0.186801
    9811  0.972177  0.666644  0.187941
    9821  0.972152  0.666644  0.189083
    9831  0.972126  0.666644  0.190226
    9841  0.972101  0.666644  0.191370
    9851  0.972076  0.666643  0.192515
    9861  0.972052  0.666643  0.193661
    9871  0.972028  0.666643  0.194807
    9881  0.972004  0.666643  0.195953
    9891  0.971979  0.666643  0.197101
    9901  0.971954  0.666643  0.198249
    9911  0.971930  0.666643  0.199397
    9921  0.971905  0.666642  0.200547
    9931  0.971881  0.666642  0.201697
    9941  0.971857  0.666642  0.202847
    9951  0.971833  0.666642  0.203997
    9961  0.971808  0.666642  0.205149
    9971  0.971782  0.666642  0.206303
    9981  0.971756  0.666642  0.207460
    9991  0.971729  0.666641  0.208620
    9001  0.926581  0.666602  1.610642
    9011  0.926546  0.666602  1.616288
    9021  0.926510  0.666602  1.621952
    9031  0.926473  0.666602  1.627638
    9041  0.926436  0.666601  1.633348
    9051  0.926399  0.666601  1.639082
    9061  0.926362  0.666601  1.644846
    9071  0.926324  0.666601  1.650639
    9081  0.926286  0.666601  1.656459
    9091  0.926250  0.666600  1.662300
    9101  0.926213  0.666600  1.668159
    9111  0.926177  0.666600  1.674036
    9121  0.926142  0.666600  1.679925
    9131  0.926107  0.666599  1.685820
    9141  0.926073  0.666599  1.691718
    9151  0.926039  0.666599  1.697619
    9161  0.926004  0.666599  1.703527
    9171  0.925969  0.666598  1.709446
    9181  0.925934  0.666598  1.715373
    9191  0.925899  0.666598  1.721307
    9201  0.925864  0.666598  1.727251
    9211  0.925829  0.666597  1.733206
    9221  0.925795  0.666597  1.739165
    9231  0.925761  0.666597  1.745127
    9241  0.925727  0.666597  1.751092
    9251  0.925694  0.666596  1.757053
    9261  0.925661  0.666596  1.763008
    9271  0.925628  0.666596  1.768963
    9281  0.925595  0.666596  1.774912
    9291  0.925563  0.666595  1.780854
    9301  0.925530  0.666595  1.786792
    9311  0.925498  0.666595  1.792726
    9321  0.925465  0.666595  1.798657
    9331  0.925433  0.666595  1.804580
    9341  0.925402  0.666594  1.810492
    9351  0.925370  0.666594  1.816395
    9361  0.925338  0.666594  1.822294
    9371  0.925305  0.666594  1.828193
    9381  0.925272  0.666593  1.834094
    9391  0.925239  0.666593  1.839994
    9401  0.925206  0.666593  1.845895
    9411  0.925173  0.666593  1.851796
    9421  0.925140  0.666592  1.857695
    9431  0.925108  0.666592  1.863590
    9441  0.925075  0.666592  1.869482
    9451  0.925043  0.666592  1.875372
    9461  0.925011  0.666591  1.881259
    9471  0.924978  0.666591  1.887145
    9481  0.924945  0.666591  1.893034
    9491  0.924912  0.666591  1.898925
    9501  0.924879  0.666590  1.904818
    9511  0.924847  0.666590  1.910705
    9521  0.924816  0.666590  1.916587
    9531  0.924784  0.666590  1.922465
    9541  0.924752  0.666589  1.928336
    9551  0.924721  0.666589  1.934202
    9561  0.924690  0.666589  1.940062
    9571  0.924658  0.666589  1.945914
    9581  0.924628  0.666589  1.951758
    9591  0.924598  0.666588  1.957590
    9601  0.924567  0.666588  1.963410
    9611  0.924537  0.666588  1.969221
    9621  0.924506  0.666588  1.975023
    9631  0.924476  0.666587  1.980818
    9641  0.924445  0.666587  1.986607
    9651  0.924413  0.666587  1.992392
    9661  0.924382  0.666587  1.998174
    9671  0.924351  0.666586  2.003953
    9681  0.924319  0.666586  2.009729
    9691  0.924288  0.666586  2.015501
    9701  0.924257  0.666586  2.021270
    9711  0.924225  0.666585  2.027040
    9721  0.924193  0.666585  2.032811
    9731  0.924161  0.666585  2.038581
    9741  0.924129  0.666585  2.044350
    9751  0.924097  0.666585  2.050121
    9761  0.924065  0.666584  2.055897
    9771  0.924032  0.666584  2.061677
    9781  0.923999  0.666584  2.067466
    9791  0.923966  0.666584  2.073261
    9801  0.923933  0.666583  2.079060
    9811  0.923901  0.666583  2.084863
    9821  0.923868  0.666583  2.090669
    9831  0.923836  0.666583  2.096479
    9841  0.923804  0.666582  2.102292
    9851  0.923772  0.666582  2.108104
    9861  0.923741  0.666582  2.113917
    9871  0.923709  0.666582  2.119730
    9881  0.923677  0.666581  2.125544
    9891  0.923646  0.666581  2.131357
    9901  0.923615  0.666581  2.137167
    9911  0.923584  0.666581  2.142976
    9921  0.923553  0.666580  2.148783
    9931  0.923522  0.666580  2.154587
    9941  0.923491  0.666580  2.160391
    9951  0.923459  0.666580  2.166194
    9961  0.923429  0.666580  2.171994
    9971  0.923399  0.666579  2.177786
    9981  0.923369  0.666579  2.183574
    9991  0.923338  0.666579  2.189358
    9001  0.878465  0.666633  2.261163
    9011  0.878443  0.666633  2.267083
    9021  0.878420  0.666633  2.273026
    9031  0.878398  0.666633  2.278995
    9041  0.878375  0.666633  2.284992
    9051  0.878352  0.666633  2.291018
    9061  0.878330  0.666633  2.297071
    9071  0.878307  0.666632  2.303147
    9081  0.878285  0.666632  2.309248
    9091  0.878262  0.666632  2.315375
    9101  0.878239  0.666632  2.321531
    9111  0.878216  0.666632  2.327717
    9121  0.878193  0.666632  2.333929
    9131  0.878171  0.666632  2.340166
    9141  0.878148  0.666632  2.346427
    9151  0.878125  0.666632  2.352718
    9161  0.878102  0.666632  2.359037
    9171  0.878079  0.666631  2.365388
    9181  0.878056  0.666631  2.371770
    9191  0.878032  0.666631  2.378183
    9201  0.878009  0.666631  2.384630
    9211  0.877985  0.666631  2.391114
    9221  0.877962  0.666631  2.397631
    9231  0.877938  0.666631  2.404182
    9241  0.877915  0.666631  2.410767
    9251  0.877891  0.666631  2.417382
    9261  0.877868  0.666631  2.424023
    9271  0.877845  0.666631  2.430689
    9281  0.877822  0.666630  2.437379
    9291  0.877800  0.666630  2.444089
    9301  0.877777  0.666630  2.450821
    9311  0.877754  0.666630  2.457578
    9321  0.877731  0.666630  2.464359
    9331  0.877708  0.666630  2.471166
    9341  0.877685  0.666630  2.477998
    9351  0.877662  0.666630  2.484856
    9361  0.877638  0.666630  2.491741
    9371  0.877615  0.666629  2.498649
    9381  0.877593  0.666629  2.505578
    9391  0.877570  0.666629  2.512523
    9401  0.877548  0.666629  2.519483
    9411  0.877526  0.666629  2.526457
    9421  0.877504  0.666629  2.533444
    9431  0.877481  0.666629  2.540446
    9441  0.877459  0.666629  2.547460
    9451  0.877438  0.666629  2.554482
    9461  0.877416  0.666629  2.561513
    9471  0.877394  0.666628  2.568553
    9481  0.877372  0.666628  2.575601
    9491  0.877351  0.666628  2.582653
    9501  0.877330  0.666628  2.589706
    9511  0.877309  0.666628  2.596756
    9521  0.877289  0.666628  2.603803
    9531  0.877268  0.666628  2.610845
    9541  0.877247  0.666628  2.617885
    9551  0.877227  0.666628  2.624925
    9561  0.877205  0.666627  2.631969
    9571  0.877184  0.666627  2.639018
    9581  0.877163  0.666627  2.646073
    9591  0.877141  0.666627  2.653134
    9601  0.877120  0.666627  2.660202
    9611  0.877099  0.666627  2.667275
    9621  0.877077  0.666627  2.674356
    9631  0.877056  0.666627  2.681443
    9641  0.877034  0.666627  2.688537
    9651  0.877013  0.666627  2.695638
    9661  0.876992  0.666626  2.702743
    9671  0.876970  0.666626  2.709855
    9681  0.876949  0.666626  2.716975
    9691  0.876927  0.666626  2.724105
    9701  0.876906  0.666626  2.731244
    9711  0.876884  0.666626  2.738395
    9721  0.876862  0.666626  2.745558
    9731  0.876841  0.666626  2.752728
    9741  0.876819  0.666626  2.759908
    9751  0.876798  0.666625  2.767094
    9761  0.876777  0.666625  2.774285
    9771  0.876756  0.666625  2.781481
    9781  0.876734  0.666625  2.788682
    9791  0.876713  0.666625  2.795892
    9801  0.876691  0.666625  2.803111
    9811  0.876670  0.666625  2.810335
    9821  0.876649  0.666625  2.817565
    9831  0.876628  0.666625  2.824799
    9841  0.876607  0.666624  2.832038
    9851  0.876586  0.666624  2.839286
    9861  0.876564  0.666624  2.846545
    9871  0.876542  0.666624  2.853814
    9881  0.876521  0.666624  2.861095
    9891  0.876499  0.666624  2.868389
    9901  0.876477  0.666624  2.875696
    9911  0.876455  0.666624  2.883016
    9921  0.876434  0.666624  2.890346
    9931  0.876412  0.666623  2.897686
    9941  0.876391  0.666623  2.905034
    9951  0.876369  0.666623  2.912391
    9961  0.876348  0.666623  2.919754
    9971  0.876327  0.666623  2.927124
    9981  0.876306  0.666623  2.934503
    9991  0.876284  0.666623  2.941892
