   #Iter             Tot             Exc             Ani              DM              PD           BiqDM              BQ             Dip          Zeeman             LSF            Chir
    6550  2.32854547E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  2.32854547E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    6600  1.49784999E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.49784999E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    6650  3.37091002E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  3.37091002E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    6700  1.63120743E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.63120743E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    6750  4.27520452E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  4.27520452E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    6800  3.69644590E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  3.69644590E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    6850  1.32018743E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.32018743E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    6900  2.77141227E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  2.77141227E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    6950  2.30031138E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  2.30031138E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    7000  1.85557413E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.85557413E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    7050  6.08161180E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  6.08161180E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    7100  5.09655343E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  5.09655343E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    7150  9.98888612E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.98888612E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    7200  1.89078780E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.89078780E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    7250  8.86645684E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  8.86645684E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    7300  1.89010497E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.89010497E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    7350  4.84171356E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  4.84171356E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    7400  5.56478815E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  5.56478815E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    7450  1.73540608E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.73540608E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    7500  7.31923816E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  7.31923816E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    7550  2.12269771E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  2.12269771E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    7600  1.97270565E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.97270565E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    7650  2.99016397E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  2.99016397E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    7700  1.12252536E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.12252536E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    7750  6.24053271E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  6.24053271E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    7800  3.47638504E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  3.47638504E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    7850  8.88327848E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  8.88327848E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    7900  2.14260759E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  2.14260759E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    7950  8.22350384E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  8.22350384E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    8000  9.90645586E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.90645586E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    8050  3.09608138E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  3.09608138E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    8100  8.52379986E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  8.52379986E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    8150  2.67706077E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  2.67706077E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    8200  1.38670681E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.38670681E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    8250  7.18791685E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  7.18791685E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    8300  2.65091336E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  2.65091336E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    8350  1.22556986E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.22556986E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    8400  1.23491364E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.23491364E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    8450  1.09127948E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.09127948E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    8500  1.39131669E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.39131669E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    8550  3.00544907E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  3.00544907E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    8600  2.37705335E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  2.37705335E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    8650  5.43928508E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  5.43928508E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    8700  1.37613224E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.37613224E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    8750  1.23818269E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.23818269E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    8800  7.12939250E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  7.12939250E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    8850  3.70873454E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  3.70873454E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    8900  1.13714769E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.13714769E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    8950  1.68934139E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.68934139E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    9000  9.76574472E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.76574472E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    9050  2.33781342E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  2.33781342E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    9100  1.26245636E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.26245636E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    9150  3.48130960E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  3.48130960E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    9200  8.77598700E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  8.77598700E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    9250  9.88097330E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  9.88097330E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    9300  3.97275556E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  3.97275556E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    9350  3.00934343E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  3.00934343E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    9400  1.88911870E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.88911870E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    9450  8.96442325E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  8.96442325E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    9500  8.72092469E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  8.72092469E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    9550  3.57196799E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  3.57196799E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    9600  2.27657782E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  2.27657782E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    9650  5.86412877E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  5.86412877E-07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    9700  4.56867473E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  4.56867473E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    9750  1.84353496E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.84353496E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    9800  1.57047420E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.57047420E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    9850  2.44148369E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  2.44148369E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    9900  1.10427614E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.10427614E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
    9950  4.18377663E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  4.18377663E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
