#  Iter.   M_avg.    U_Bind.    Susc.
    9711  0.193311  0.666645  0.001786
    9721  0.193311  0.666645  0.001786
    9731  0.193312  0.666645  0.001786
    9741  0.193311  0.666645  0.001787
    9751  0.193312  0.666645  0.001787
    9761  0.193313  0.666645  0.001787
    9771  0.193314  0.666645  0.001787
    9781  0.193315  0.666645  0.001788
    9791  0.193316  0.666645  0.001788
    9801  0.193317  0.666645  0.001788
    9811  0.193316  0.666645  0.001788
    9821  0.193317  0.666645  0.001789
    9831  0.193316  0.666645  0.001789
    9841  0.193316  0.666645  0.001789
    9851  0.193316  0.666645  0.001789
    9861  0.193316  0.666645  0.001790
    9871  0.193317  0.666645  0.001790
    9881  0.193318  0.666645  0.001790
    9891  0.193318  0.666645  0.001790
    9901  0.193319  0.666645  0.001791
    9911  0.193318  0.666645  0.001791
    9921  0.193317  0.666645  0.001791
    9931  0.193317  0.666645  0.001791
    9941  0.193316  0.666645  0.001791
    9951  0.193315  0.666645  0.001791
    9961  0.193317  0.666645  0.001792
    9971  0.193318  0.666645  0.001792
    9981  0.193317  0.666645  0.001792
    9991  0.193317  0.666645  0.001792
    9001  0.196631  0.666660  0.001047
    9011  0.196631  0.666660  0.001047
    9021  0.196632  0.666660  0.001047
    9031  0.196632  0.666660  0.001047
    9041  0.196632  0.666660  0.001046
    9051  0.196633  0.666660  0.001046
    9061  0.196632  0.666660  0.001046
    9071  0.196632  0.666660  0.001046
    9081  0.196633  0.666660  0.001046
    9091  0.196633  0.666660  0.001046
    9101  0.196632  0.666660  0.001046
    9111  0.196633  0.666660  0.001046
    9121  0.196633  0.666660  0.001046
    9131  0.196633  0.666660  0.001046
    9141  0.196633  0.666660  0.001045
    9151  0.196633  0.666660  0.001045
    9161  0.196632  0.666660  0.001045
    9171  0.196631  0.666660  0.001045
    9181  0.196631  0.666660  0.001045
    9191  0.196631  0.666660  0.001045
    9201  0.196630  0.666660  0.001045
    9211  0.196630  0.666660  0.001045
    9221  0.196630  0.666660  0.001045
    9231  0.196630  0.666660  0.001045
    9241  0.196630  0.666660  0.001045
    9251  0.196630  0.666660  0.001045
    9261  0.196630  0.666660  0.001045
